empleado_num,cantidad_horas,justificacion,fecha_registro
BE3019,4,Capacitacion,2025-07-03 12:23:33.888910
V83021,3,Operacion de Emergencia,2025-12-20 09:51:26.663811
BE3019,3,Capacitacion,2026-01-15 17:18:17.433332
CD0001,3,Capacitacion,2025-12-03 14:36:09.479951
V89890,5,Requerimiento del almacen,2025-09-17 17:48:51.479289
CD0002,2,Revision de inventario trimestral,2025-07-13 08:58:47.094332
CD0001,4,Requerimiento del almacen,2026-01-11 09:07:25.159178
V09973,3,Requerimiento del almacen,2024-09-18 12:43:27.670130
RH8901,3,Capacitacion,2024-10-10 11:02:15.321780
AV9029,1,AOG de ultimo momento,2024-10-23 15:49:39.813793
AV9029,4,AOG de ultimo momento,2024-11-27 10:14:28.546206
AV9029,2,Operacion de Emergencia,2026-02-17 11:55:23.798900
CD0001,3,Requerimiento del almacen,2024-12-11 13:10:20.880376
DR8901,1,AOG de ultimo momento,2024-01-29 13:42:35.685684
AV9029,5,Requerimiento del almacen,2024-08-24 13:56:26.328407
BE3019,1,Mantenimiento,2024-12-13 13:59:15.552273
AV9029,2,Capacitacion,2024-02-24 11:21:49.881531
V83021,5,Mantenimiento,2025-09-09 16:26:33.629510
BE3019,4,Revision de inventario trimestral,2025-02-13 09:37:13.167549
V83021,4,Voluntariado,2024-07-03 13:18:38.869118
CD0001,5,Revision de inventario trimestral,2024-03-05 17:20:15.233146
CD0002,3,Requerimiento de proyectos,2024-03-31 09:34:23.600399
V89890,3,Requerimiento de proyectos,2025-03-07 13:26:48.149192
CD0001,2,Operacion de Emergencia,2025-02-02 08:02:37.225122
RH8901,3,Mantenimiento,2025-08-22 17:11:15.919523
RH8901,2,Reunion de proyectos,2025-12-19 15:14:18.148923
AV9029,4,Operacion de Emergencia,2024-09-08 13:57:04.296315
CD0002,2,Mantenimiento,2025-01-06 11:10:22.894361
V83021,3,Reunion de proyectos,2025-04-10 10:15:32.172532
V89890,3,Mantenimiento,2026-03-20 09:16:42.710835
AV9029,3,Requerimiento del almacen,2026-04-11 09:50:22.002070
CD0002,2,AOG de ultimo momento,2025-06-30 08:38:38.763001
V56718,3,Revision de inventario trimestral,2025-04-10 14:19:06.919562
V09973,3,Requerimiento del almacen,2025-01-21 17:43:27.040759
BE3019,2,Capacitacion,2026-04-25 13:35:29.542563
CD0002,1,Operacion de Emergencia,2024-10-24 09:53:55.957485
BE3019,3,Requerimiento del almacen,2024-09-03 13:04:51.517820
V89890,2,Mantenimiento,2026-03-18 14:21:17.428780
BE3019,3,Voluntariado,2025-06-09 08:04:01.690627
V83021,2,Capacitacion,2024-09-24 14:39:19.510178
RH8901,5,AOG de ultimo momento,2025-05-02 08:45:07.688004
CD0002,5,Voluntariado,2024-04-04 14:02:13.962372
V89890,2,Requerimiento de proyectos,2024-08-27 15:55:28.446155
RH8901,3,Requerimiento del almacen,2024-05-09 17:34:06.025460
V89890,2,Reunion de proyectos,2025-07-15 14:13:09.004013
V83021,2,AOG de ultimo momento,2024-05-17 12:33:10.221497
CD0001,4,Operacion de Emergencia,2024-09-09 17:12:58.530933
V09973,4,Mantenimiento,2026-02-17 11:29:04.190023
V83021,3,Voluntariado,2024-11-24 12:36:03.325833
AV9029,2,Revision de inventario trimestral,2025-01-16 17:31:10.442451
DR8901,3,AOG de ultimo momento,2025-10-07 09:10:15.281065
BE3019,2,Requerimiento del almacen,2024-05-09 17:51:55.759653
V09973,2,Capacitacion,2025-01-28 13:54:56.324044
CD0002,3,Revision de inventario trimestral,2025-05-18 09:05:12.489911
CD0001,3,AOG de ultimo momento,2025-03-10 17:43:23.233494
AV9029,2,Requerimiento del almacen,2024-09-14 18:03:24.895681
V09973,2,Mantenimiento,2026-01-15 18:11:20.117304
BE3019,2,Reunion de proyectos,2024-09-24 17:37:37.303979
V09973,1,Requerimiento del almacen,2026-02-15 16:04:59.196531
CD0002,1,Requerimiento del almacen,2025-09-11 11:46:24.678328
RH8901,3,Operacion de Emergencia,2025-04-09 08:41:11.483035
DR8901,2,Voluntariado,2024-11-06 09:41:58.465316
AV9029,5,Operacion de Emergencia,2026-02-16 11:53:14.021836
V56718,1,Operacion de Emergencia,2025-11-10 12:56:51.274348
BE3019,2,Requerimiento del almacen,2025-09-07 12:04:22.662495
V56718,2,Reunion de proyectos,2024-05-17 11:19:03.586504
V09973,2,Revision de inventario trimestral,2024-09-22 10:45:18.630122
V09973,4,Revision de inventario trimestral,2025-04-13 18:20:58.119604
BE3019,2,Revision de inventario trimestral,2024-04-18 12:23:08.296932
CD0001,3,Revision de inventario trimestral,2024-04-05 12:48:43.777864
V89890,5,Voluntariado,2024-07-22 10:06:59.945876
V09973,5,Capacitacion,2025-08-17 11:57:00.782806
V09973,3,Reunion de proyectos,2024-05-02 13:05:56.417837
V89890,2,Revision de inventario trimestral,2025-05-06 17:03:01.918737
V89890,2,Revision de inventario trimestral,2024-02-10 17:39:22.608415
CD0001,2,Operacion de Emergencia,2024-08-16 11:42:27.256662
V09973,2,Mantenimiento,2024-08-13 16:47:25.542621
RH8901,2,Capacitacion,2025-04-12 17:47:00.411568
V56718,1,AOG de ultimo momento,2024-02-21 13:08:43.123746
BE3019,2,Requerimiento de proyectos,2024-11-04 18:37:41.849507
V09973,5,Mantenimiento,2024-05-19 12:28:01.324503
CD0001,1,Reunion de proyectos,2026-03-29 11:13:48.426129
DR8901,1,Revision de inventario trimestral,2024-01-03 09:09:17.807886
V09973,2,Reunion de proyectos,2025-08-24 08:15:12.026486
V09973,1,AOG de ultimo momento,2025-02-20 17:54:11.822706
DR8901,1,AOG de ultimo momento,2025-06-16 12:21:21.269777
RH8901,3,Requerimiento de proyectos,2024-10-27 09:07:42.767308
CD0001,1,Requerimiento del almacen,2024-08-23 14:35:58.170039
RH8901,3,Revision de inventario trimestral,2026-03-26 09:27:59.756437
BE3019,1,Mantenimiento,2024-01-02 12:52:19.966930
V89890,5,Voluntariado,2024-10-16 12:11:10.143820
V83021,3,Requerimiento del almacen,2024-07-10 09:29:20.502233
BE3019,4,Reunion de proyectos,2024-09-16 14:28:16.669842
CD0002,5,Revision de inventario trimestral,2024-01-21 11:49:04.922345
AV9029,3,Voluntariado,2025-11-16 08:24:38.857245
CD0001,4,Reunion de proyectos,2025-08-15 14:09:32.499241
V89890,3,Mantenimiento,2024-06-20 17:48:19.137360
DR8901,3,Voluntariado,2024-09-27 14:44:54.962944
V56718,2,AOG de ultimo momento,2025-03-26 16:58:16.356633
V09973,1,Requerimiento del almacen,2025-08-27 18:26:48.721674
V89890,2,Capacitacion,2025-09-22 17:23:36.608728
V83021,2,Voluntariado,2025-09-07 17:30:17.116510
V09973,3,Mantenimiento,2024-07-29 08:37:12.898676
V83021,1,Requerimiento del almacen,2024-09-27 12:50:03.999101
AV9029,4,Requerimiento de proyectos,2024-09-04 18:45:30.934203
BE3019,4,Requerimiento de proyectos,2024-09-19 10:09:49.775782
RH8901,2,Operacion de Emergencia,2024-10-29 12:12:43.685775
V83021,1,Capacitacion,2024-12-27 12:26:30.302689
CD0001,2,Revision de inventario trimestral,2026-01-29 12:20:44.510864
V56718,3,Operacion de Emergencia,2025-09-04 14:17:20.439772
AV9029,3,Reunion de proyectos,2025-08-07 13:16:10.969678
V89890,3,Mantenimiento,2024-05-02 11:50:20.644109
V09973,2,Capacitacion,2025-08-16 11:42:51.523770
V83021,5,Operacion de Emergencia,2024-02-17 16:25:37.445562
CD0002,1,Capacitacion,2025-12-28 14:59:52.984009
V83021,4,Capacitacion,2024-03-31 12:01:59.079753
V09973,5,Operacion de Emergencia,2025-07-21 10:25:06.398789
V89890,2,AOG de ultimo momento,2025-04-06 13:04:17.644511
V09973,2,Voluntariado,2024-11-23 16:27:48.269980
CD0001,2,Revision de inventario trimestral,2024-03-29 15:12:01.144347
BE3019,4,Revision de inventario trimestral,2025-02-17 13:42:59.241762
BE3019,3,AOG de ultimo momento,2025-05-24 14:00:58.894291
DR8901,4,Requerimiento de proyectos,2025-05-17 18:18:21.102788
BE3019,2,Revision de inventario trimestral,2024-01-27 17:05:00.181276
V09973,4,Reunion de proyectos,2025-03-14 10:08:24.404062
AV9029,2,Mantenimiento,2024-09-17 12:12:09.934721
RH8901,3,AOG de ultimo momento,2025-05-05 10:45:21.338426
V83021,1,Requerimiento de proyectos,2025-10-29 10:58:29.215707
CD0002,1,Requerimiento de proyectos,2024-06-24 12:23:42.536080
RH8901,3,Voluntariado,2026-04-18 08:46:04.189179
V09973,5,Revision de inventario trimestral,2026-04-16 14:19:38.755309
V56718,2,Requerimiento del almacen,2024-02-21 12:19:05.344232
DR8901,3,AOG de ultimo momento,2024-12-19 17:26:42.002684
V89890,3,Requerimiento de proyectos,2026-04-09 10:11:39.963339
BE3019,3,AOG de ultimo momento,2025-08-26 14:06:57.003426
DR8901,2,Mantenimiento,2025-11-26 17:25:12.670566
V09973,3,AOG de ultimo momento,2024-08-03 13:23:54.957719
V83021,2,Requerimiento del almacen,2024-01-28 08:33:19.348089
CD0002,2,Mantenimiento,2025-03-02 16:37:59.188496
DR8901,3,Reunion de proyectos,2025-02-14 14:26:34.689541
V56718,3,Operacion de Emergencia,2024-04-14 11:39:37.005733
RH8901,2,Requerimiento del almacen,2024-04-02 18:16:48.235424
BE3019,4,Revision de inventario trimestral,2024-02-04 13:26:38.290151
V89890,1,Voluntariado,2025-04-03 15:14:16.932584
CD0001,4,Mantenimiento,2026-01-31 16:26:44.911361
V56718,2,Reunion de proyectos,2025-04-21 15:06:52.162512
AV9029,4,Mantenimiento,2024-01-03 17:45:42.216936
RH8901,3,Requerimiento de proyectos,2025-11-13 13:12:57.951796
V89890,3,Revision de inventario trimestral,2024-02-10 18:30:29.564748
V83021,3,Requerimiento de proyectos,2025-09-17 17:00:35.451582
DR8901,2,AOG de ultimo momento,2025-08-20 17:07:30.260610
BE3019,3,Operacion de Emergencia,2026-01-19 15:31:52.787340
BE3019,3,Operacion de Emergencia,2024-12-04 10:20:38.223083
DR8901,4,Reunion de proyectos,2025-08-27 17:36:21.108524
CD0001,1,Voluntariado,2025-03-07 08:32:31.387737
V89890,3,Operacion de Emergencia,2025-11-09 09:24:07.650661
V09973,5,Reunion de proyectos,2024-06-03 15:13:51.095916
V89890,3,Operacion de Emergencia,2024-05-02 11:31:01.480039
BE3019,4,Operacion de Emergencia,2025-04-05 12:13:17.269447
V83021,3,Requerimiento de proyectos,2024-10-17 17:46:08.126786
AV9029,2,Requerimiento del almacen,2025-02-03 09:01:48.715633
AV9029,1,Capacitacion,2025-03-20 10:42:05.766792
CD0002,5,Reunion de proyectos,2026-04-07 13:29:21.487633
AV9029,1,Operacion de Emergencia,2025-01-03 10:14:03.473070
AV9029,1,Operacion de Emergencia,2025-09-20 14:38:44.923229
V09973,1,Mantenimiento,2024-04-02 17:58:59.560630
V56718,2,Requerimiento de proyectos,2024-06-01 08:01:48.018152
V83021,2,Operacion de Emergencia,2025-10-09 18:12:05.068248
V89890,3,AOG de ultimo momento,2024-02-13 17:25:06.975103
V83021,2,Voluntariado,2024-11-01 16:37:25.980810
DR8901,4,AOG de ultimo momento,2025-02-19 11:45:50.493746
BE3019,5,Operacion de Emergencia,2025-11-10 13:48:16.903884
RH8901,2,Requerimiento de proyectos,2026-04-12 18:02:45.072083
V56718,2,Reunion de proyectos,2024-01-12 10:50:50.911444
V83021,2,Revision de inventario trimestral,2025-05-15 09:01:38.518732
RH8901,5,Capacitacion,2024-12-14 09:27:33.473214
V56718,2,Revision de inventario trimestral,2024-07-07 08:54:01.157812
DR8901,4,Requerimiento del almacen,2025-05-07 17:05:35.558593
V83021,2,AOG de ultimo momento,2025-05-21 15:49:57.940058
CD0001,2,Requerimiento de proyectos,2026-01-25 17:13:09.872681
CD0001,2,Requerimiento del almacen,2024-11-10 13:34:08.227914
V56718,1,Revision de inventario trimestral,2025-03-14 09:28:40.861157
BE3019,2,Requerimiento del almacen,2024-07-09 12:09:02.588602
RH8901,2,Reunion de proyectos,2024-08-26 09:19:07.689181
V56718,3,Operacion de Emergencia,2026-04-10 14:49:42.807681
V56718,2,Operacion de Emergencia,2025-04-14 10:35:08.596623
DR8901,1,AOG de ultimo momento,2024-12-07 18:18:17.198918
V83021,3,AOG de ultimo momento,2026-04-29 09:53:14.167906
V89890,5,AOG de ultimo momento,2026-03-17 12:31:41.015069
AV9029,2,Voluntariado,2025-12-19 14:30:57.714579
V89890,1,Requerimiento del almacen,2025-03-20 08:45:59.431122
RH8901,3,Capacitacion,2026-04-26 11:08:13.917569
V83021,5,Revision de inventario trimestral,2025-05-09 14:45:03.961108
DR8901,1,AOG de ultimo momento,2024-10-16 14:09:27.148918
V56718,2,Operacion de Emergencia,2025-12-06 09:08:51.421034
AV9029,3,Voluntariado,2024-06-06 12:27:11.667057
V09973,2,Revision de inventario trimestral,2025-10-26 17:08:50.336530
AV9029,2,Capacitacion,2026-03-01 11:24:12.122586
RH8901,2,Requerimiento de proyectos,2024-11-26 16:07:26.744274
V83021,2,Capacitacion,2025-10-25 09:11:45.348270
CD0001,5,Mantenimiento,2026-04-25 11:45:29.836546
V56718,2,Voluntariado,2024-12-06 17:12:34.194708
V89890,2,Mantenimiento,2025-07-23 18:55:39.241520
DR8901,2,Capacitacion,2024-02-22 14:35:29.906036
CD0002,2,Requerimiento del almacen,2025-02-17 15:00:58.978040
V89890,2,Requerimiento de proyectos,2025-02-02 12:40:03.663005
V83021,1,Operacion de Emergencia,2026-02-25 14:18:47.413259
V83021,3,AOG de ultimo momento,2025-03-31 09:19:54.966847
RH8901,2,Mantenimiento,2026-03-09 09:54:56.674654
V09973,5,Voluntariado,2024-04-08 15:04:15.829070
V83021,4,Reunion de proyectos,2024-11-20 13:14:22.391164
CD0002,1,Operacion de Emergencia,2024-03-10 11:39:32.473819
V09973,1,Voluntariado,2025-12-16 08:21:37.178257
CD0002,2,Voluntariado,2024-12-02 17:04:31.537949
RH8901,2,Requerimiento del almacen,2026-02-20 12:44:10.777358
CD0002,4,Reunion de proyectos,2024-10-13 15:13:56.488430
V56718,2,Mantenimiento,2025-01-12 08:05:57.181498
AV9029,2,Reunion de proyectos,2025-05-24 09:32:24.849129
V09973,2,Revision de inventario trimestral,2025-09-06 15:36:40.877482
V56718,5,AOG de ultimo momento,2025-10-09 13:50:36.817410
DR8901,2,Voluntariado,2025-02-04 13:23:23.870783
AV9029,4,Mantenimiento,2025-12-06 13:37:10.921763
CD0002,4,Requerimiento del almacen,2024-12-18 18:12:43.335318
RH8901,2,Requerimiento del almacen,2025-03-08 15:58:03.196918
CD0001,5,AOG de ultimo momento,2025-12-04 10:28:23.234721
V83021,5,AOG de ultimo momento,2025-01-20 11:33:53.116529
V56718,2,Requerimiento de proyectos,2024-08-22 16:03:44.471787
V09973,2,Mantenimiento,2024-01-14 12:40:35.250802
V56718,3,Revision de inventario trimestral,2025-05-30 11:15:52.800685
V56718,1,Mantenimiento,2024-11-13 13:22:08.373182
V56718,3,Requerimiento de proyectos,2024-07-31 13:16:58.986630
DR8901,3,Revision de inventario trimestral,2025-07-21 17:44:01.066617
CD0002,2,Operacion de Emergencia,2024-01-17 12:45:12.149358
V09973,2,Mantenimiento,2025-12-15 12:56:07.678106
V83021,3,Requerimiento de proyectos,2025-11-08 17:37:44.150500
V56718,3,Operacion de Emergencia,2025-02-08 18:03:33.104603
DR8901,4,Mantenimiento,2024-01-02 17:48:14.394134
V56718,1,Requerimiento de proyectos,2026-04-03 17:52:57.619813
V09973,3,Requerimiento de proyectos,2024-11-21 10:51:48.900151
RH8901,5,Requerimiento del almacen,2025-04-30 12:05:14.383004
CD0002,2,Capacitacion,2025-05-17 16:10:52.882052
CD0002,2,AOG de ultimo momento,2026-04-18 14:42:57.182943
CD0002,1,Operacion de Emergencia,2024-03-06 11:49:55.256438
CD0002,2,Revision de inventario trimestral,2025-09-30 09:20:37.497738
V83021,4,Requerimiento del almacen,2025-09-09 09:23:14.432871
CD0001,3,Mantenimiento,2025-07-20 08:17:28.832375
V09973,3,Operacion de Emergencia,2025-02-23 11:57:39.838322
RH8901,5,Requerimiento de proyectos,2024-10-08 16:23:31.956754
DR8901,2,Mantenimiento,2024-10-25 14:21:52.163821
BE3019,1,AOG de ultimo momento,2025-05-08 09:15:45.600048
V56718,3,AOG de ultimo momento,2024-09-10 18:57:12.875325
CD0002,2,Revision de inventario trimestral,2025-04-25 17:23:36.262083
CD0001,2,Requerimiento del almacen,2024-08-27 17:48:05.367157
RH8901,1,Requerimiento de proyectos,2024-09-23 08:06:04.512413
V56718,2,Requerimiento de proyectos,2025-06-06 15:22:59.657796
V89890,1,Reunion de proyectos,2024-12-13 11:33:30.861915
CD0002,1,Reunion de proyectos,2024-08-25 10:42:31.797775
AV9029,3,Revision de inventario trimestral,2025-08-22 08:57:20.285622
V56718,2,Operacion de Emergencia,2026-02-22 17:12:33.758950
RH8901,3,Operacion de Emergencia,2025-07-01 17:19:14.973781
DR8901,3,Voluntariado,2024-11-27 11:48:20.073409
V83021,3,AOG de ultimo momento,2026-02-18 09:30:33.513108
AV9029,2,AOG de ultimo momento,2026-03-17 10:37:23.116841
AV9029,3,Requerimiento de proyectos,2026-04-25 09:09:17.389023
DR8901,3,AOG de ultimo momento,2025-10-19 08:08:53.071641
V89890,5,Operacion de Emergencia,2024-10-09 12:39:23.691737
V89890,5,Voluntariado,2024-03-02 16:41:05.082332
DR8901,4,Revision de inventario trimestral,2024-04-16 15:51:42.041243
AV9029,2,Voluntariado,2026-02-08 18:55:35.929660
V89890,4,Revision de inventario trimestral,2026-01-21 12:23:02.845098
V83021,1,Revision de inventario trimestral,2025-06-02 11:54:26.147358
BE3019,5,Operacion de Emergencia,2025-09-29 16:20:14.995092
V09973,1,Voluntariado,2024-02-24 11:40:24.259341
V09973,3,Reunion de proyectos,2026-02-24 08:57:17.355369
AV9029,2,Reunion de proyectos,2024-01-14 18:53:20.768059
V09973,2,Mantenimiento,2024-05-01 15:26:22.534535
V83021,3,Requerimiento de proyectos,2025-09-26 17:16:51.630798
V83021,4,Requerimiento de proyectos,2025-02-24 12:44:24.295727
V56718,2,Capacitacion,2025-04-16 16:24:11.642196
AV9029,2,Voluntariado,2024-03-31 18:46:39.832823
V83021,4,Mantenimiento,2024-06-14 09:30:57.858033
V09973,3,Reunion de proyectos,2025-03-20 17:50:44.579531
DR8901,2,Operacion de Emergencia,2024-06-14 17:57:40.693913
V89890,2,Capacitacion,2025-09-23 11:41:46.541492
DR8901,3,Mantenimiento,2025-08-29 16:25:11.307243
BE3019,1,Requerimiento de proyectos,2025-03-20 15:07:52.964583
V89890,1,Capacitacion,2024-06-08 11:13:04.497891
BE3019,1,Requerimiento de proyectos,2025-01-17 16:05:28.736730
V09973,3,Reunion de proyectos,2025-10-15 12:02:25.062075
V89890,2,Mantenimiento,2024-04-06 14:06:12.060986
CD0001,1,Mantenimiento,2026-03-09 14:56:39.474195
BE3019,2,Mantenimiento,2025-11-12 18:04:23.643360
V89890,3,Operacion de Emergencia,2024-01-12 10:42:52.399719
BE3019,2,AOG de ultimo momento,2025-01-01 11:26:00.799286
V83021,4,Voluntariado,2025-09-19 11:08:39.768755
V56718,2,Reunion de proyectos,2024-12-19 09:42:54.158645
V89890,3,Reunion de proyectos,2026-04-22 18:33:01.396327
CD0002,1,Operacion de Emergencia,2024-02-19 14:04:55.992568
V89890,2,AOG de ultimo momento,2026-01-21 08:58:12.045952
BE3019,4,Operacion de Emergencia,2024-11-02 11:22:06.062848
AV9029,5,Capacitacion,2026-03-26 14:23:46.010088
V56718,3,Voluntariado,2025-05-22 14:08:40.657459
CD0002,1,Revision de inventario trimestral,2024-06-23 13:16:55.631712
BE3019,2,Voluntariado,2025-05-17 10:04:48.304801
DR8901,2,Requerimiento del almacen,2026-04-08 12:24:57.336670
V83021,2,Capacitacion,2026-03-23 10:55:00.954285
DR8901,3,Reunion de proyectos,2024-02-04 15:17:30.746265
V89890,4,Requerimiento del almacen,2024-03-26 11:23:57.966843
V09973,2,Reunion de proyectos,2024-07-16 09:02:08.929326
V89890,2,Voluntariado,2025-03-14 10:06:42.980621
RH8901,3,Capacitacion,2024-09-09 17:41:28.261606
V56718,3,Operacion de Emergencia,2025-12-04 17:34:42.290291
BE3019,2,Voluntariado,2024-04-03 10:05:38.494696
V83021,2,Voluntariado,2026-01-19 16:04:55.451129
V09973,2,Requerimiento de proyectos,2025-08-12 11:08:02.114040
AV9029,1,Requerimiento de proyectos,2024-01-24 15:31:05.210234
V09973,4,Requerimiento de proyectos,2024-10-08 17:32:28.623465
V56718,3,AOG de ultimo momento,2024-09-29 08:36:31.526848
CD0001,4,Revision de inventario trimestral,2026-01-25 09:23:51.068777
V09973,3,Voluntariado,2024-04-20 13:48:31.341668
AV9029,3,Reunion de proyectos,2024-07-02 10:34:37.370927
BE3019,5,Operacion de Emergencia,2025-04-01 10:51:36.377384
RH8901,4,Requerimiento del almacen,2025-07-12 08:47:23.858400
CD0001,2,Revision de inventario trimestral,2025-08-04 12:00:23.834453
BE3019,2,Requerimiento de proyectos,2025-12-19 09:40:57.181631
V83021,3,Operacion de Emergencia,2025-05-19 12:49:05.365388
V89890,2,Reunion de proyectos,2024-02-20 17:55:24.491820
AV9029,4,Reunion de proyectos,2024-12-15 16:31:44.866478
V09973,2,Requerimiento del almacen,2024-11-28 13:56:21.554525
V89890,2,Operacion de Emergencia,2024-05-13 12:34:53.630100
V89890,5,Voluntariado,2025-08-13 16:23:56.974354
CD0002,2,Voluntariado,2025-02-23 16:12:24.501696
V89890,2,Reunion de proyectos,2026-01-20 10:16:29.339341
CD0001,4,Operacion de Emergencia,2024-08-12 13:13:48.792270
CD0001,2,Mantenimiento,2026-03-14 09:38:19.840753
V89890,1,Voluntariado,2025-01-26 18:30:52.088406
V83021,5,Mantenimiento,2025-01-26 16:27:08.854618
V56718,1,Requerimiento de proyectos,2024-04-24 13:04:29.156916
RH8901,2,Requerimiento de proyectos,2024-12-12 10:39:00.187792
AV9029,2,Requerimiento de proyectos,2025-01-10 12:03:35.485005
V56718,5,Capacitacion,2026-03-22 12:39:18.210932
BE3019,3,Revision de inventario trimestral,2024-05-20 13:22:30.312789
CD0001,5,Requerimiento de proyectos,2024-03-13 16:15:00.973648
BE3019,4,AOG de ultimo momento,2025-04-20 10:03:54.888043
V09973,5,Mantenimiento,2025-04-23 11:03:12.650209
RH8901,1,Revision de inventario trimestral,2024-12-18 12:22:39.906767
DR8901,4,AOG de ultimo momento,2025-08-05 08:18:08.696659
V56718,3,Mantenimiento,2026-04-09 14:41:06.953999
V56718,2,Requerimiento de proyectos,2026-03-19 16:59:42.296217
V89890,2,AOG de ultimo momento,2024-06-21 15:49:01.909862
V09973,2,Operacion de Emergencia,2025-11-18 09:13:43.802378
CD0002,3,Voluntariado,2025-02-07 15:59:08.439631
V89890,3,Mantenimiento,2025-10-11 16:51:21.463767
V09973,5,Reunion de proyectos,2025-08-10 09:34:04.884535
CD0002,4,Mantenimiento,2024-07-29 08:27:00.740481
AV9029,4,AOG de ultimo momento,2025-07-02 18:13:02.296432
DR8901,1,Requerimiento del almacen,2025-09-01 16:32:18.161925
CD0002,2,AOG de ultimo momento,2024-12-27 09:36:35.786460
V83021,2,Reunion de proyectos,2026-04-17 11:59:07.522385
V83021,3,Capacitacion,2024-11-14 15:03:34.997077
V09973,2,Requerimiento del almacen,2026-01-27 09:59:45.843309
RH8901,5,Capacitacion,2024-08-26 13:03:55.321496
AV9029,4,Operacion de Emergencia,2024-05-17 12:54:04.462579
V09973,4,Mantenimiento,2025-06-25 09:38:22.451005
BE3019,1,Requerimiento del almacen,2025-08-06 10:27:12.985690
AV9029,4,Mantenimiento,2026-02-11 13:42:42.649215
V56718,3,AOG de ultimo momento,2024-10-01 16:16:05.925427
V83021,1,Mantenimiento,2026-03-18 16:27:35.076256
RH8901,3,Operacion de Emergencia,2026-02-22 16:04:19.685008
CD0002,1,Operacion de Emergencia,2024-01-07 14:29:54.994295
AV9029,2,Requerimiento del almacen,2024-08-14 10:22:52.723650
DR8901,1,Requerimiento del almacen,2025-02-28 18:52:50.807676
RH8901,3,Operacion de Emergencia,2024-04-19 09:11:59.140941
V09973,2,Voluntariado,2025-05-10 15:04:22.808312
V89890,5,AOG de ultimo momento,2025-02-21 18:39:03.430762
V56718,3,Voluntariado,2025-07-18 12:01:39.011291
CD0002,2,Requerimiento de proyectos,2024-09-24 16:07:57.184354
BE3019,1,Capacitacion,2024-01-08 15:17:39.438346
V56718,2,AOG de ultimo momento,2025-09-19 13:19:58.898110
CD0001,2,AOG de ultimo momento,2024-11-08 12:35:47.137082
AV9029,2,Requerimiento de proyectos,2025-04-05 11:56:14.278098
V83021,5,Requerimiento de proyectos,2024-12-09 17:57:04.699363
V89890,1,Revision de inventario trimestral,2024-03-14 17:55:43.776522
V83021,2,Voluntariado,2024-01-05 12:12:12.996404
DR8901,2,Revision de inventario trimestral,2024-01-20 11:27:28.219659
BE3019,5,Requerimiento de proyectos,2025-08-09 08:41:42.818950
V83021,3,Voluntariado,2024-03-19 12:58:06.086294
AV9029,3,Voluntariado,2024-03-11 09:37:39.625357
CD0001,5,Requerimiento de proyectos,2024-09-06 08:11:32.575202
V09973,2,Operacion de Emergencia,2024-03-04 08:06:22.492281
AV9029,3,Requerimiento del almacen,2024-12-13 15:26:47.204301
CD0001,2,Capacitacion,2024-05-13 11:18:59.983847
RH8901,2,Requerimiento del almacen,2024-08-07 12:02:09.879924
CD0001,2,Capacitacion,2026-03-20 10:46:00.302454
CD0002,2,Requerimiento del almacen,2025-09-28 15:13:30.723279
DR8901,2,Capacitacion,2024-01-27 15:08:22.373741
DR8901,1,AOG de ultimo momento,2025-12-07 11:27:34.844315
V09973,2,Revision de inventario trimestral,2024-04-04 18:21:54.540868
AV9029,2,Voluntariado,2025-11-21 18:27:18.000070
V89890,3,Requerimiento del almacen,2025-04-25 18:29:58.506416
CD0002,5,Operacion de Emergencia,2024-10-25 15:07:59.987591
BE3019,3,Voluntariado,2025-07-27 08:23:14.685368
V09973,3,Operacion de Emergencia,2026-02-27 13:38:39.716948
CD0002,2,AOG de ultimo momento,2026-01-23 13:10:29.063962
V89890,3,Requerimiento del almacen,2026-01-22 17:49:56.897054
V83021,1,Mantenimiento,2024-08-06 17:37:54.929625
AV9029,2,Mantenimiento,2024-05-10 17:22:15.515798
CD0002,3,AOG de ultimo momento,2025-12-13 08:05:18.394694
DR8901,2,Requerimiento del almacen,2025-09-08 15:55:44.943050
BE3019,2,Requerimiento del almacen,2024-05-04 13:16:08.138627
DR8901,2,Capacitacion,2025-07-20 18:34:46.265563
AV9029,2,AOG de ultimo momento,2024-10-07 13:06:14.025404
DR8901,3,Requerimiento de proyectos,2025-05-19 16:36:33.253220
CD0001,5,AOG de ultimo momento,2025-05-29 10:07:26.473294
V89890,3,AOG de ultimo momento,2025-01-17 17:42:19.958022
V56718,3,Operacion de Emergencia,2024-10-11 12:23:55.973721
V09973,1,Requerimiento del almacen,2026-04-03 18:18:44.231842
V83021,4,Operacion de Emergencia,2025-12-22 18:55:04.098170
CD0002,3,Capacitacion,2024-09-21 14:34:12.434663
CD0002,5,Voluntariado,2025-01-25 09:42:58.015649
BE3019,4,Requerimiento de proyectos,2025-08-28 13:09:15.639595
CD0002,1,Requerimiento del almacen,2026-04-06 13:11:27.529151
CD0001,4,Reunion de proyectos,2024-04-17 10:22:15.375536
RH8901,3,Requerimiento de proyectos,2025-07-19 14:54:55.832171
DR8901,4,Requerimiento del almacen,2024-03-13 17:08:23.494192
V83021,2,Reunion de proyectos,2025-07-14 14:09:47.644169
AV9029,1,Voluntariado,2025-01-13 12:42:37.265467
CD0001,2,Requerimiento del almacen,2025-06-20 18:41:39.030968
BE3019,1,Requerimiento de proyectos,2025-12-05 17:14:51.320871
